batch_label,strategy_name,parent,family,group,side,description,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,cd_formula,old_ratio_cd_value,reference_safe6v2_cd_value,official_pass_mdd_lt_5,ruined,verdict
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_51_lx_deep_absorb_lx051,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_deep_absorb,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_deep_absorb; tag=lx051; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,1024,487,537,47.558594,14.048022,18.270639,3.587138,114.028108422,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),5.093376,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_52_sm_ema_reject_sm052,short_beh_dd_brake,short_main_v1_improvements,sm_ema_reject,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_ema_reject; tag=sm052; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,1165,361,804,30.987124,-3.71172,0.010504,3.776462,96.23364551,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.002781,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_57_sm_ema_reject_sm057,short_beh_dd_brake,short_main_v1_improvements,sm_ema_reject,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_ema_reject; tag=sm057; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,1165,368,797,31.587983,-3.728935,0.010504,3.786576,96.223529966,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.002774,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_47_sm_ema_reject_sm047,short_beh_dd_brake,short_main_v1_improvements,sm_ema_reject,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_ema_reject; tag=sm047; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,1164,358,806,30.756014,-3.773445,0.010504,3.838145,96.17195572,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.002737,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_42_sm_ema_reject_sm042,short_beh_dd_brake,short_main_v1_improvements,sm_ema_reject,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_ema_reject; tag=sm042; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,1163,358,805,30.782459,-3.78015,0.010504,3.844846,96.165254371,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.002732,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_2_lm_sweep_retest_lm002,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm002; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,1046,268,778,25.621415,-3.899879,0.017002,3.920457,96.095878849,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.004337,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_7_lm_sweep_retest_lm007,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm007; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,1046,266,780,25.43021,-3.906201,0.017002,3.922537,96.093798508,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.004334,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_18_sx_parabolic_reject_sx018,short_only_reference_1x,short_max_v1_improvements,sx_parabolic_reject,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_parabolic_reject; tag=sx018; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,1505,755,750,50.166113,-4.036733,0.42439,4.442271,95.963266719,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.095534,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_25_sx_breakdown_runner_sx025,short_only_reference_1x,short_max_v1_improvements,sx_breakdown_runner,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_breakdown_runner; tag=sx025; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,546,106,440,19.413919,-4.097466,0.059465,4.15446,95.902534314,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.014313,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_35_sx_breakdown_runner_sx035,short_only_reference_1x,short_max_v1_improvements,sx_breakdown_runner,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_breakdown_runner; tag=sx035; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,546,38,508,6.959707,-4.226221,0.003348,4.229428,95.773778845,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.000792,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_87_lx_vol_reignite_lx087,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_vol_reignite,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_vol_reignite; tag=lx087; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,1410,47,1363,3.333333,-4.253667,0.016341,4.26931,95.746333232,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.003828,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_12_lm_sweep_retest_lm012,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm012; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,1118,276,842,24.686941,-4.253131,0.017002,4.293014,95.723258234,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.00396,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_40_sx_breakdown_runner_sx040,short_only_reference_1x,short_max_v1_improvements,sx_breakdown_runner,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_breakdown_runner; tag=sx040; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,546,45,501,8.241758,-4.301653,0.020321,4.321096,95.698346761,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.004703,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_17_lm_sweep_retest_lm017,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm017; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,1118,280,838,25.044723,-4.301239,0.017002,4.341102,95.675162596,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.003917,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_12_sm_upper_sweep_sm012,short_beh_dd_brake,short_main_v1_improvements,sm_upper_sweep,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_upper_sweep; tag=sm012; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,854,181,673,21.194379,-4.212656,0.030175,4.366443,95.662414353,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.006911,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_17_sm_upper_sweep_sm017,short_beh_dd_brake,short_main_v1_improvements,sm_upper_sweep,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_upper_sweep; tag=sm017; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,855,181,674,21.169591,-4.224672,0.030175,4.378439,95.650414825,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.006892,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_7_sm_upper_sweep_sm007,short_beh_dd_brake,short_main_v1_improvements,sm_upper_sweep,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_upper_sweep; tag=sm007; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,855,184,671,21.520468,-4.226717,0.030175,4.380481,95.648372255,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.006889,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_2_sm_upper_sweep_sm002,short_beh_dd_brake,short_main_v1_improvements,sm_upper_sweep,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_upper_sweep; tag=sm002; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,855,182,673,21.28655,-4.240579,0.030175,4.394321,95.634528193,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.006867,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_97_lx_vol_reignite_lx097,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_vol_reignite,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_vol_reignite; tag=lx097; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,1652,133,1519,8.050847,-4.37825,0.091303,4.465476,95.621749611,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.020446,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_30_sx_breakdown_runner_sx030,short_only_reference_1x,short_max_v1_improvements,sx_breakdown_runner,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_breakdown_runner; tag=sx030; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,546,39,507,7.142857,-4.495202,0.020321,4.514606,95.504797625,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.004501,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_8_sx_parabolic_reject_sx008,short_only_reference_1x,short_max_v1_improvements,sx_parabolic_reject,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_parabolic_reject; tag=sx008; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,1461,328,1133,22.450376,-4.576602,0.165547,4.734312,95.423397753,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.034968,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_92_lx_vol_reignite_lx092,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_vol_reignite,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_vol_reignite; tag=lx092; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,1652,55,1597,3.329298,-4.581898,0.014818,4.596035,95.418101928,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.003224,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_64_lm_vol_climax_lm064,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_vol_climax,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_vol_climax; tag=lm064; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,1052,112,940,10.646388,-4.15099,0.003394,4.891969,95.11125906,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.000694,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_45_lx_deep_absorb_lx045,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_deep_absorb,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_deep_absorb; tag=lx045; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,5008,1189,3819,23.742013,8.546798,19.619833,9.307388,108.486351126,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),2.107985,121.7490287208,False,False,mdd_fail
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_50_lx_deep_absorb_lx050,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_deep_absorb,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_deep_absorb; tag=lx050; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,5008,1163,3845,23.222843,7.16011,14.936694,6.788603,107.134097847,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),2.20026,121.7490287208,False,False,mdd_fail
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_55_lx_deep_absorb_lx055,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_deep_absorb,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_deep_absorb; tag=lx055; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,3792,601,3191,15.849156,6.773008,13.866179,6.277501,106.718228179,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),2.208869,121.7490287208,False,False,mdd_fail
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_18_lx_squeeze_reclaim_lx018,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_squeeze_reclaim,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_squeeze_reclaim; tag=lx018; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,1170,414,756,35.384615,3.974121,9.405086,5.003411,103.931099461,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.879735,121.7490287208,False,False,mdd_fail
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_26_lx_sweep_runner_lx026,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_sweep_runner,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_sweep_runner; tag=lx026; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,2226,533,1693,23.944295,1.986923,7.548762,5.171458,101.986922659,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.459697,121.7490287208,False,False,mdd_fail
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_3_lx_squeeze_reclaim_lx003,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_squeeze_reclaim,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_squeeze_reclaim; tag=lx003; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,1170,392,778,33.504274,0.715892,6.260928,5.382839,100.541073639,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.163128,121.7490287208,False,False,mdd_fail
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_89_lx_vol_reignite_lx089,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_vol_reignite,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_vol_reignite; tag=lx089; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,5275,1458,3817,27.63981,0.508656,12.818499,10.979587,100.431493485,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.167485,121.7490287208,False,False,mdd_fail
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_3_lm_sweep_retest_lm003,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm003; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_5_lm_sweep_retest_lm005,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm005; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_8_lm_sweep_retest_lm008,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm008; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_10_lm_sweep_retest_lm010,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm010; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_13_lm_sweep_retest_lm013,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm013; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_15_lm_sweep_retest_lm015,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm015; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_18_lm_sweep_retest_lm018,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm018; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_20_lm_sweep_retest_lm020,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm020; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_22_lm_atr_cool_lm022,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_atr_cool,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_atr_cool; tag=lm022; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_27_lm_atr_cool_lm027,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_atr_cool,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_atr_cool; tag=lm027; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_32_lm_atr_cool_lm032,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_atr_cool,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_atr_cool; tag=lm032; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_37_lm_atr_cool_lm037,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_atr_cool,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_atr_cool; tag=lm037; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_41_lm_ema50_repair_lm041,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_ema50_repair,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_ema50_repair; tag=lm041; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_46_lm_ema50_repair_lm046,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_ema50_repair,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_ema50_repair; tag=lm046; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_51_lm_ema50_repair_lm051,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_ema50_repair,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_ema50_repair; tag=lm051; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_56_lm_ema50_repair_lm056,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_ema50_repair,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_ema50_repair; tag=lm056; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_58_lm_ema50_repair_lm058,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_ema50_repair,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_ema50_repair; tag=lm058; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
